game,word,won,wrong_guesses,repeated_guesses,word_length
1,untransacted,False,6,0,12
2,hurdis,False,6,0,6
3,popshop,False,6,0,7
4,roquelaure,False,6,0,10
5,bavian,False,6,0,6
6,chili,False,6,0,5
7,indices,False,6,0,7
8,bandboxical,False,6,0,11
9,uncapably,False,6,0,9
10,uncuffed,False,6,0,8
11,suggestibly,False,6,0,11
12,submedian,False,6,0,9
13,underchancellor,False,6,0,15
14,cumbu,False,6,0,5
15,trapping,False,6,0,8
16,leanness,False,6,0,8
17,orakzai,False,6,0,7
18,expellee,False,6,0,8
19,pronunciative,False,6,0,13
20,utriculoplastic,False,6,0,15
21,unvoyaging,False,6,0,10
22,arctogaeal,False,6,0,10
23,squabbed,False,6,0,8
24,barehanded,False,6,0,10
25,disglorify,False,6,0,10
26,ermani,False,6,0,6
27,manumission,False,6,0,11
28,toxicological,False,6,0,13
29,linet,False,6,0,5
30,unquit,False,6,0,6
31,stanley,False,6,0,7
32,antitype,False,6,0,8
33,counterirritate,False,6,0,15
34,apollonia,False,6,0,9
35,semioxidated,False,6,0,12
36,astrocaryum,False,6,0,11
37,unmountainous,False,6,0,13
38,anthelion,False,6,0,9
39,olympicness,False,6,0,11
40,plaitless,False,6,0,9
41,untruck,False,6,0,7
42,seronegative,False,6,0,12
43,bichromate,False,6,0,10
44,neuropsychological,False,6,0,18
45,ipseity,False,6,0,7
46,pixilated,False,6,0,9
47,tyronism,False,6,0,8
48,overchidden,False,6,0,11
49,reservor,False,6,0,8
50,newslessness,False,6,0,12
51,cyanoacetate,False,6,0,12
52,tibet,False,6,0,5
53,oratory,False,6,0,7
54,sufferableness,False,6,0,14
55,coimplicant,False,6,0,11
56,coumarate,False,6,0,9
57,underlife,False,6,0,9
58,prediscoverer,False,6,0,13
59,entosphere,False,6,0,10
60,nebularization,False,6,0,14
61,mayfowl,False,6,0,7
62,tolstoyist,False,6,0,10
63,rerise,False,6,0,6
64,larithmics,False,6,0,10
65,northupite,False,6,0,10
66,disroof,False,6,0,7
67,porencephalon,False,6,0,13
68,orakzai,False,6,0,7
69,bemole,False,6,0,6
70,sulfarsenite,False,6,0,12
71,undernatural,False,6,0,12
72,bleakly,False,6,0,7
73,rondeau,False,6,0,7
74,cannibality,False,6,0,11
75,anthelion,False,6,0,9
76,rhythmless,False,6,0,10
77,pothook,False,6,0,7
78,platypodia,False,6,0,10
79,gitoxin,False,6,0,7
80,tubik,False,6,0,5
81,ipsilateral,False,6,0,11
82,banderole,False,6,0,9
83,nutritional,False,6,0,11
84,cordeliere,False,6,0,10
85,sclerification,False,6,0,14
86,anchises,False,6,0,8
87,unilabiate,False,6,0,10
88,cingular,False,6,0,8
89,dressmakery,False,6,0,11
90,barrow,False,6,0,6
91,cephalanthous,False,6,0,13
92,backcourt,False,6,0,9
93,reproductive,False,6,0,12
94,copter,False,6,0,6
95,sabazianism,False,6,0,11
96,archeion,False,6,0,8
97,glossotherium,False,6,0,13
98,continuingly,False,6,0,12
99,uncaptained,False,6,0,11
100,pretervection,False,6,0,13
101,spitted,False,6,0,7
102,dactylioglyphtic,False,6,0,16
103,polycormic,False,6,0,10
104,ectoblast,False,6,0,9
105,spotting,False,6,0,8
106,unpricked,False,6,0,9
107,reassessment,False,6,0,12
108,burfish,False,6,0,7
109,ironsided,False,6,0,9
110,ornithogaea,False,6,0,11
111,juxtatropical,False,6,0,13
112,semology,False,6,0,8
113,notewise,False,6,0,8
114,diamondwise,False,6,0,11
115,nictitation,False,6,0,11
116,pettedness,False,6,0,10
117,periconchitis,False,6,0,13
118,reticello,False,6,0,9
119,prolongably,False,6,0,11
120,danielle,False,6,0,8
121,thoughtlessly,False,6,0,13
122,bronchiectatic,False,6,0,14
123,disestimation,False,6,0,13
124,fifteenfold,False,6,0,11
125,inobnoxious,False,6,0,11
126,cholecystenterorrhaphy,False,6,0,22
127,pecky,False,6,0,5
128,roughness,False,6,0,9
129,nitrolime,False,6,0,9
130,nemertini,False,6,0,9
131,ovarin,False,6,0,6
132,stakemaster,False,6,0,11
133,unfastidiously,False,6,0,14
134,janet,False,6,0,5
135,pinacoceras,False,6,0,11
136,umbrosity,False,6,0,9
137,anathematization,False,6,0,16
138,cozily,False,6,0,6
139,pewmate,False,6,0,7
140,liquorless,False,6,0,10
141,corps,False,6,0,5
142,nongremial,False,6,0,10
143,autoallogamy,False,6,0,12
144,figshell,False,6,0,8
145,tipsy,False,6,0,5
146,cheka,False,6,0,5
147,zonary,False,6,0,6
148,aberration,False,6,0,10
149,coumarate,False,6,0,9
150,ismal,False,6,0,5
151,untrickable,False,6,0,11
152,graphis,False,6,0,7
153,unilabiate,False,6,0,10
154,rawhead,False,6,0,7
155,confervaceous,False,6,0,13
156,equational,False,6,0,10
157,gruelly,False,6,0,7
158,needleful,False,6,0,9
159,nonpromulgation,False,6,0,15
160,amueixa,False,6,0,7
161,timekeepership,False,6,0,14
162,unciliated,False,6,0,10
163,birminghamize,False,6,0,13
164,gup,False,6,0,3
165,superciliousness,False,6,0,16
166,polyclona,False,6,0,9
167,bushy,False,6,0,5
168,mugwumpism,False,6,0,10
169,typeset,False,6,0,7
170,darn,False,6,0,4
171,cacodaemonial,False,6,0,13
172,glossographer,False,6,0,13
173,beruffed,False,6,0,8
174,gasogenic,False,6,0,9
175,pampootee,False,6,0,9
176,underaverage,False,6,0,12
177,luxemburgian,False,6,0,12
178,pronunciative,False,6,0,13
179,cannibality,False,6,0,11
180,electrotitration,False,6,0,16
181,squark,False,6,0,6
182,nereid,False,6,0,6
183,submissively,False,6,0,12
184,delightingly,False,6,0,12
185,benzalacetone,False,6,0,13
186,linet,False,6,0,5
187,monogenist,False,6,0,10
188,harmlessly,False,6,0,10
189,schistosoma,False,6,0,11
190,retransformation,False,6,0,16
191,ichthyophobia,False,6,0,13
192,antiscale,False,6,0,9
193,marguerite,False,6,0,10
194,catarrhal,False,6,0,9
195,carbuncle,False,6,0,9
196,hadbot,False,6,0,6
197,northeaster,False,6,0,11
198,undertide,False,6,0,9
199,thokish,False,6,0,7
200,paulinia,False,6,0,8
201,orthodomatic,False,6,0,12
202,lipoferous,False,6,0,10
203,cyrtopia,False,6,0,8
204,pseudoaristocratic,False,6,0,18
205,overfed,False,6,0,7
206,disintegration,False,6,0,14
207,greengrocery,False,6,0,12
208,shucking,False,6,0,8
209,nonsanctification,False,6,0,17
210,multipersonal,False,6,0,13
211,rebegin,False,6,0,7
212,mahdist,False,6,0,7
213,evangelization,False,6,0,14
214,wineglassful,False,6,0,12
215,requiter,False,6,0,8
216,periorbit,False,6,0,9
217,unciliated,False,6,0,10
218,mask,False,6,0,4
219,cathartolinum,False,6,0,13
220,uncrystaled,False,6,0,11
221,darn,False,6,0,4
222,gamogenetical,False,6,0,13
223,unhesitatingly,False,6,0,14
224,heatlike,False,6,0,8
225,flaxseed,False,6,0,8
226,anaspidacea,False,6,0,11
227,underdot,False,6,0,8
228,istiophorid,False,6,0,11
229,megalopic,False,6,0,9
230,accumulation,False,6,0,12
231,ciliotomy,False,6,0,9
232,peonage,False,6,0,7
233,mayfowl,False,6,0,7
234,pettedness,False,6,0,10
235,periorbit,False,6,0,9
236,molassy,False,6,0,7
237,periodicalist,False,6,0,13
238,chevrotain,False,6,0,10
239,hurryproof,False,6,0,10
240,jinni,False,6,0,5
241,subdeanery,False,6,0,10
242,underwent,False,6,0,9
243,simulant,False,6,0,8
244,mnemonist,False,6,0,9
245,oncosphere,False,6,0,10
246,caconym,False,6,0,7
247,desmarestiaceous,False,6,0,16
248,tamanowus,False,6,0,9
249,reticello,False,6,0,9
250,johnin,False,6,0,6
251,pretexted,False,6,0,9
252,annotatory,False,6,0,10
253,translucence,False,6,0,12
254,uninterrogated,False,6,0,14
255,homolysin,False,6,0,9
256,antephialtic,False,6,0,12
257,synodus,False,6,0,7
258,fathomlessness,False,6,0,14
259,ceratospongian,False,6,0,14
260,infinitarily,False,6,0,12
261,cherishing,False,6,0,10
262,oratory,False,6,0,7
263,unciliated,False,6,0,10
264,rebuffably,False,6,0,10
265,therapist,False,6,0,9
266,dinghee,False,6,0,7
267,unmountainous,False,6,0,13
268,gastrostenosis,False,6,0,14
269,vasoreflex,False,6,0,10
270,anaspidacea,False,6,0,11
271,hystricine,False,6,0,10
272,phenanthroline,False,6,0,14
273,jacobitic,False,6,0,9
274,concurso,False,6,0,8
275,acicularly,False,6,0,10
276,morganatic,False,6,0,10
277,structural,False,6,0,10
278,amblyomma,False,6,0,9
279,doorweed,False,6,0,8
280,sanction,False,6,0,8
281,osteogenesis,False,6,0,12
282,cogging,False,6,0,7
283,proletarianism,False,6,0,14
284,calicut,False,6,0,7
285,underbutler,False,6,0,11
286,overboldly,False,6,0,10
287,pauropodous,False,6,0,11
288,therapist,False,6,0,9
289,unperfectly,False,6,0,11
290,meridionality,False,6,0,13
291,jynginae,False,6,0,8
292,leveret,False,6,0,7
293,hornily,False,6,0,7
294,mungy,False,6,0,5
295,shivaism,False,6,0,8
296,nonextraneous,False,6,0,13
297,haloa,False,6,0,5
298,compassivity,False,6,0,12
299,pirrmaw,False,6,0,7
300,rotaman,False,6,0,7
301,affinitatively,False,6,0,14
302,consultation,False,6,0,12
303,fast,False,6,0,4
304,ornithoptera,False,6,0,12
305,amphichrom,False,6,0,10
306,plumelike,False,6,0,9
307,ichthyophobia,False,6,0,13
308,hulu,False,6,0,4
309,skeletin,False,6,0,8
310,popadam,False,6,0,7
311,exercitorial,False,6,0,12
312,pampootee,False,6,0,9
313,gastrostenosis,False,6,0,14
314,reproachingly,False,6,0,13
315,unfluted,False,6,0,8
316,poulard,False,6,0,7
317,isandrous,False,6,0,9
318,mortalness,False,6,0,10
319,groset,False,6,0,6
320,visitation,False,6,0,10
321,wrasse,False,6,0,6
322,visitation,False,6,0,10
323,delft,False,6,0,5
324,geniture,False,6,0,8
325,dipody,False,6,0,6
326,vives,False,6,0,5
327,unsharedness,False,6,0,12
328,underchancellor,False,6,0,15
329,exaggerated,False,6,0,11
330,microscopic,False,6,0,11
331,asperges,False,6,0,8
332,byrlawman,False,6,0,9
333,unbag,False,6,0,5
334,determinator,False,6,0,12
335,applicant,False,6,0,9
336,classified,False,6,0,10
337,toxicological,False,6,0,13
338,vasoreflex,False,6,0,10
339,unfeatured,False,6,0,10
340,zafree,False,6,0,6
341,serpulid,False,6,0,8
342,shoother,False,6,0,8
343,apopetalous,False,6,0,11
344,bloodshedding,False,6,0,13
345,pacificator,False,6,0,11
346,equational,False,6,0,10
347,dynagraph,False,6,0,9
348,heiresshood,False,6,0,11
349,reaggregation,False,6,0,13
350,pretexted,False,6,0,9
351,circumumbilical,False,6,0,15
352,anaspidacea,False,6,0,11
353,harshweed,False,6,0,9
354,amalgamate,False,6,0,10
355,cornic,False,6,0,6
356,manipular,False,6,0,9
357,guttering,False,6,0,9
358,popadam,False,6,0,7
359,scientician,False,6,0,11
360,sentition,False,6,0,9
361,sekani,False,6,0,6
362,wisecrack,False,6,0,9
363,catoptrically,False,6,0,13
364,unwetted,False,6,0,8
365,ferocity,False,6,0,8
366,capreolate,False,6,0,10
367,vaporiferous,False,6,0,12
368,bardesanist,False,6,0,11
369,overharsh,False,6,0,9
370,cadet,False,6,0,5
371,squabbed,False,6,0,8
372,rearrange,False,6,0,9
373,resinophore,False,6,0,11
374,waterboard,False,6,0,10
375,wakamba,False,6,0,7
376,unhesitatingly,False,6,0,14
377,sibilatingly,False,6,0,12
378,selvagee,False,6,0,8
379,tumtum,False,6,0,6
380,italican,False,6,0,8
381,mejorana,False,6,0,8
382,always,False,6,0,6
383,pavilion,False,6,0,8
384,melica,False,6,0,6
385,stickadore,False,6,0,10
386,bedlar,False,6,0,6
387,micropterus,False,6,0,11
388,epirotulian,False,6,0,11
389,quadrumanal,False,6,0,11
390,marcellian,False,6,0,10
391,reapproach,False,6,0,10
392,percurrent,False,6,0,10
393,overslavish,False,6,0,11
394,exoenzyme,False,6,0,9
395,cyrtopia,False,6,0,8
396,propertied,False,6,0,10
397,communicableness,False,6,0,16
398,alfilerillo,False,6,0,11
399,forejudge,False,6,0,9
400,indices,False,6,0,7
401,rheumaticky,False,6,0,11
402,dulcet,False,6,0,6
403,amiidae,False,6,0,7
404,retool,False,6,0,6
405,demosthenic,False,6,0,11
406,suborganic,False,6,0,10
407,regulus,False,6,0,7
408,copter,False,6,0,6
409,stenchful,False,6,0,9
410,unbowing,False,6,0,8
411,uncensuring,False,6,0,11
412,borstall,False,6,0,8
413,postconvalescent,False,6,0,16
414,awakening,False,6,0,9
415,epithalamion,False,6,0,12
416,thlingchadinne,False,6,0,14
417,contemnibly,False,6,0,11
418,platinocyanic,False,6,0,13
419,vorticose,False,6,0,9
420,pecky,False,6,0,5
421,necessity,False,6,0,9
422,clogdogdo,False,6,0,9
423,propliopithecus,False,6,0,15
424,chivalrousness,False,6,0,14
425,yucateco,False,6,0,8
426,laccolith,False,6,0,9
427,orakzai,False,6,0,7
428,verderership,False,6,0,12
429,reaward,False,6,0,7
430,curstful,False,6,0,8
431,bar,False,6,0,3
432,penitencer,False,6,0,10
433,mungy,False,6,0,5
434,fucate,False,6,0,6
435,stichometric,False,6,0,12
436,advocatory,False,6,0,10
437,choletherapy,False,6,0,12
438,consultation,False,6,0,12
439,fishyard,False,6,0,8
440,philopatrian,False,6,0,12
441,cabob,False,6,0,5
442,zafree,False,6,0,6
443,advocatory,False,6,0,10
444,unembarrassment,False,6,0,15
445,camerina,False,6,0,8
446,uncasketed,False,6,0,10
447,bastardism,False,6,0,10
448,derived,False,6,0,7
449,battik,False,6,0,6
450,intracity,False,6,0,9
451,aedilian,False,6,0,8
452,hawaiite,False,6,0,8
453,batino,False,6,0,6
454,recreationist,False,6,0,13
455,royalism,False,6,0,8
456,trinucleate,False,6,0,11
457,theologicopolitical,False,6,0,19
458,unpredestinated,False,6,0,15
459,phototropism,False,6,0,12
460,subinform,False,6,0,9
461,overharsh,False,6,0,9
462,kaid,False,6,0,4
463,derah,False,6,0,5
464,proseuche,False,6,0,9
465,oneism,False,6,0,6
466,notewise,False,6,0,8
467,desiccant,False,6,0,9
468,turbot,False,6,0,6
469,cuke,False,6,0,4
470,jahvist,False,6,0,7
471,enflagellation,False,6,0,14
472,genesiology,False,6,0,11
473,yaguaza,False,6,0,7
474,suborganic,False,6,0,10
475,calmierer,False,6,0,9
476,unnumerical,False,6,0,11
477,lakemanship,False,6,0,11
478,untrickable,False,6,0,11
479,predeterminative,False,6,0,16
480,parallelotropism,False,6,0,16
481,charruas,False,6,0,8
482,moxieberry,False,6,0,10
483,amiidae,False,6,0,7
484,unghostlike,False,6,0,11
485,trolly,False,6,0,6
486,pixilated,False,6,0,9
487,intersociety,False,6,0,12
488,uncaptained,False,6,0,11
489,apogon,False,6,0,6
490,pelotherapy,False,6,0,11
491,glycolyl,False,6,0,8
492,waterboard,False,6,0,10
493,veratrinize,False,6,0,11
494,despotic,False,6,0,8
495,catechesis,False,6,0,10
496,burnishable,False,6,0,11
497,sexivalence,False,6,0,11
498,anneslia,False,6,0,8
499,stanley,False,6,0,7
500,cordeliere,False,6,0,10
501,phototropism,False,6,0,12
502,anguinidae,False,6,0,10
503,theron,False,6,0,6
504,scraggling,False,6,0,10
505,corporator,False,6,0,10
506,sarmatier,False,6,0,9
507,instantaneously,False,6,0,15
508,disinsulation,False,6,0,13
509,cannibality,False,6,0,11
510,sexivalence,False,6,0,11
511,interdrink,False,6,0,10
512,ectocuniform,False,6,0,12
513,altruism,False,6,0,8
514,geniolatry,False,6,0,10
515,vorticose,False,6,0,9
516,trochoidally,False,6,0,12
517,splenatrophy,False,6,0,12
518,proseuche,False,6,0,9
519,ophiolite,False,6,0,9
520,underbear,False,6,0,9
521,macbeth,False,6,0,7
522,persuaded,False,6,0,9
523,organographic,False,6,0,13
524,flightily,False,6,0,9
525,equilibrium,False,6,0,11
526,unconcertedness,False,6,0,15
527,nonparasitic,False,6,0,12
528,obvolve,False,6,0,7
529,intervisit,False,6,0,10
530,proteaceous,False,6,0,11
531,oculinidae,False,6,0,10
532,sleechy,False,6,0,7
533,amaga,False,6,0,5
534,illegitimacy,False,6,0,12
535,viosterol,False,6,0,9
536,serpulid,False,6,0,8
537,cressed,False,6,0,7
538,engrossingly,False,6,0,12
539,centralist,False,6,0,10
540,nereid,False,6,0,6
541,saccharocolloid,False,6,0,15
542,flong,False,6,0,5
543,shucking,False,6,0,8
544,isandrous,False,6,0,9
545,evangelization,False,6,0,14
546,guanidopropionic,False,6,0,16
547,tonelessly,False,6,0,10
548,gemmiferous,False,6,0,11
549,unrubbish,False,6,0,9
550,scraggling,False,6,0,10
551,unapplied,False,6,0,9
552,northeaster,False,6,0,11
553,cogging,False,6,0,7
554,caumatic,False,6,0,8
555,biguttate,False,6,0,9
556,almemar,False,6,0,7
557,superciliousness,False,6,0,16
558,raash,False,6,0,5
559,proximal,False,6,0,8
560,unapart,False,6,0,7
561,curstful,False,6,0,8
562,stupe,False,6,0,5
563,spiraculum,False,6,0,10
564,recurse,False,6,0,7
565,delightingly,False,6,0,12
566,enlodge,False,6,0,7
567,repugner,False,6,0,8
568,unnumerical,False,6,0,11
569,tragicose,False,6,0,9
570,outraging,False,6,0,9
571,wondrousness,False,6,0,12
572,lipa,False,6,0,4
573,vasoreflex,False,6,0,10
574,homolysin,False,6,0,9
575,vives,False,6,0,5
576,trismic,False,6,0,7
577,eburna,False,6,0,6
578,foredeserved,False,6,0,12
579,interrupted,False,6,0,11
580,khvat,False,6,0,5
581,troveless,False,6,0,9
582,succedaneous,False,6,0,12
583,ornithoptera,False,6,0,12
584,corejoice,False,6,0,9
585,hyporadiolus,False,6,0,12
586,atrichosis,False,6,0,10
587,jynginae,False,6,0,8
588,heterosporic,False,6,0,12
589,shall,False,6,0,5
590,micropterus,False,6,0,11
591,usnic,False,6,0,5
592,harmlessly,False,6,0,10
593,dissatisfy,False,6,0,10
594,costophrenic,False,6,0,12
595,sender,False,6,0,6
596,burgall,False,6,0,7
597,undernatural,False,6,0,12
598,platinocyanic,False,6,0,13
599,ectocuniform,False,6,0,12
600,frivolity,False,6,0,9
601,faunally,False,6,0,8
602,sokoki,True,3,0,6
603,adnephrine,False,6,0,10
604,angiomalacia,False,6,0,12
605,lockman,False,6,0,7
606,byerlite,False,6,0,8
607,disinsulation,False,6,0,13
608,shucking,False,6,0,8
609,hyoid,False,6,0,5
610,heterosporium,False,6,0,13
611,palluites,False,6,0,9
612,polycormic,False,6,0,10
613,myrobalan,False,6,0,9
614,triterpene,False,6,0,10
615,consultation,False,6,0,12
616,cecidiology,False,6,0,11
617,orthodomatic,False,6,0,12
618,volley,False,6,0,6
619,chervil,False,6,0,7
620,subregent,False,6,0,9
621,unfeatured,False,6,0,10
622,guittonian,False,6,0,10
623,popshop,False,6,0,7
624,enflagellation,False,6,0,14
625,ramified,False,6,0,8
626,omnimodous,False,6,0,10
627,marcella,False,6,0,8
628,spiraculum,False,6,0,10
629,unsufficed,False,6,0,10
630,seedcase,False,6,0,8
631,salivan,False,6,0,7
632,interlingua,False,6,0,11
633,seedcase,False,6,0,8
634,tubik,False,6,0,5
635,unfeatured,False,6,0,10
636,combinableness,False,6,0,14
637,fragmentize,False,6,0,11
638,ermani,False,6,0,6
639,pavilion,False,6,0,8
640,aristocraticalness,False,6,0,18
641,traveldom,False,6,0,9
642,ostraciidae,False,6,0,11
643,loiteringness,False,6,0,13
644,incontinently,False,6,0,13
645,damlike,False,6,0,7
646,orthodomatic,False,6,0,12
647,deliberateness,False,6,0,14
648,deathless,False,6,0,9
649,bibliographize,False,6,0,14
650,hymenogeny,False,6,0,10
651,frostiness,False,6,0,10
652,inwick,False,6,0,6
653,barehanded,False,6,0,10
654,melonlike,False,6,0,9
655,cathodofluorescence,False,6,0,19
656,substitute,False,6,0,10
657,graphis,False,6,0,7
658,invulnerableness,False,6,0,16
659,pothook,False,6,0,7
660,dogwatch,False,6,0,8
661,echinoderma,False,6,0,11
662,eccrinology,False,6,0,11
663,grandniece,False,6,0,10
664,sowlike,False,6,0,7
665,irani,False,6,0,5
666,knit,False,6,0,4
667,incessably,False,6,0,10
668,litopterna,False,6,0,10
669,dulcification,False,6,0,13
670,pediculous,False,6,0,10
671,amblyomma,False,6,0,9
672,immanacle,False,6,0,9
673,tracheobronchitis,False,6,0,17
674,reliable,False,6,0,8
675,unfledgedness,False,6,0,13
676,columbanian,False,6,0,11
677,hypotonia,False,6,0,9
678,abigail,False,6,0,7
679,presbytia,False,6,0,9
